image;height;width;type;original_dataset;scenario;airport;runway;time_to_landing;weather;night;time;slant_distance;along_track_distance;height_above_runway;lateral_path_angle;vertical_path_angle;yaw;pitch;roll;watermark_height;x_A;y_A;x_B;y_B;x_C;y_C;x_D;y_D;bbox_area;bbox_area_ratio;approach;label;split
LARD_train_BIRK_LFST/images/BIRK_13_500_010.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/08/2020 12:38;4.0;3.99;1452.12;-1.92;3.29;117.81551092779286;85.71256315742228;1.6331026930355268;300.0;1255;1233;1272;1233;1276;1260;1297;1260;1134;0.00017493779989337125;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_011.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 14:45;4.0;3.99;1490.81;-1.1;3.38;106.16575069738572;85.44246886881626;-2.706632173010012;300.0;1902;1258;1920;1259;1912;1288;1933;1289;961;0.00014824975811069644;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_012.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 10:50;4.0;3.98;1351.8;-2.66;3.07;118.81428307106182;88.3286839602161;0.3126849696209387;300.0;1253;1378;1270;1378;1282;1403;1302;1403;1225;0.00018897601840333313;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_013.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 16:29;3.99;3.99;1380.25;-1.34;3.13;113.29703180696;82.52809257060647;3.8745237067010416;300.0;1482;1018;1465;1020;1501;1044;1480;1045;972;0.00014994668562288963;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_014.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 17:24;3.98;3.96;1370.48;-1.9;3.13;114.57234030094308;86.37327024646149;0.1708183350457374;300.0;1449;1264;1466;1264;1469;1291;1490;1291;1107;0.0001707726141816243;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_015.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 17:39;3.97;3.97;1421.23;-0.26;3.24;125.52635880117614;85.75930058371473;5.890071685017013;300.0;687;1291;669;1293;694;1318;674;1321;750;0.0001156996031040815;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_016.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 15:38;3.97;3.96;1346.69;-0.08;3.07;116.55771776048658;85.18314663713697;-0.0216125852842059;300.0;1188;1191;1205;1191;1185;1217;1206;1217;546;8.422931105977133e-05;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_017.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 16:26;3.94;3.93;1315.76;-2.07;3.03;120.76236538849102;87.14321037382298;6.826377861705546;300.0;1110;1318;1093;1320;1139;1341;1118;1343;1150;0.000177406058092925;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_018.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 10:32;3.93;3.92;1407.81;1.23;3.25;109.29120624071516;87.48931686711818;5.503392598765798;300.0;1553;1306;1535;1308;1543;1335;1522;1337;961;0.00014824975811069644;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_019.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 14:33;3.93;3.92;1243.89;-0.66;2.87;113.6849630639867;84.97470392577588;1.2803943428429712;300.0;1426;1163;1409;1164;1415;1188;1436;1188;675;0.00010412964279367336;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_020.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 17:38;3.91;3.9;1330.91;-1.11;3.08;121.2782084631102;84.10241437529906;-4.934290772291755;300.0;1011;1108;1029;1110;1020;1136;1041;1137;870;0.00013421153960073456;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_021.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 13:38;3.89;3.87;1405.33;-4.17;3.28;115.2508445652684;84.49932175945956;2.440969667988473;300.0;1587;1146;1569;1147;1639;1172;1618;1173;1890;0.0002915629998222854;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_022.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 10:02;3.88;3.87;1456.48;2.02;3.4;121.50397184054914;83.34628891397041;2.570187222242648;300.0;757;1121;739;1122;736;1152;715;1153;1344;0.00020733368876251407;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_023.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/08/2020 17:51;3.86;3.85;1451.42;0.94;3.41;114.41192298666064;84.39074201992936;6.386695051134633;300.0;1251;1157;1234;1159;1245;1187;1224;1190;891;0.00013745112848764885;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_024.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 10:31;3.86;3.85;1465.69;0.44;3.44;121.85936949042951;87.90697208948951;5.322666877148329;300.0;870;1406;852;1408;869;1436;848;1438;704;0.00010860336078036452;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_025.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 14:36;3.85;3.83;1411.58;4.02;3.33;121.07774973694566;82.63544966583403;0.2079118968473099;300.0;641;1056;623;1057;573;1086;594;1086;2040;0.0003147029204431017;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_026.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/08/2020 15:54;3.84;3.83;1364.78;0.83;3.22;112.08649243208872;84.64678323058212;-3.5479101071988883;300.0;1408;1177;1426;1179;1394;1205;1416;1206;928;0.00014315897557411685;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_027.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 15:41;3.83;3.82;1476.88;-1.18;3.49;112.7219335791868;86.96495275977405;-2.181627023309953;300.0;1507;1330;1526;1331;1519;1361;1540;1362;1056;0.00016290504117054676;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_028.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 11:00;3.82;3.81;1411.96;0.49;3.34;120.88874099116175;85.8510136281941;10.272215004081184;300.0;909;1301;891;1304;910;1330;889;1334;693;0.00010690643326817132;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_029.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 16:42;3.8;3.79;1327.0;1.82;3.16;109.95642456835182;86.49983400876144;-4.945602551762834;300.0;1455;1293;1474;1295;1429;1319;1451;1321;1260;0.00019437533321485693;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_030.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 12:25;3.77;3.76;1375.48;1.08;3.3;120.60792129539676;86.54992215388862;-0.2907276799880969;300.0;873;1282;891;1282;858;1312;880;1312;990;0.0001527234760973876;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_031.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 11:00;3.75;3.75;1405.95;-0.19;3.38;112.81469102200344;89.54281512358776;0.3101949124218884;300.0;1402;1465;1421;1465;1399;1495;1420;1495;660;0.00010181565073159173;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_032.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 14:34;3.75;3.74;1342.38;-1.42;3.24;122.59777841462768;87.10926609531327;2.9283121632407667;300.0;956;1327;938;1328;977;1355;955;1356;1131;0.00017447500148095492;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_033.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 15:43;3.75;3.74;1364.36;0.36;3.29;105.789216384536;88.39660486219962;-1.0539191647963628;300.0;1809;1406;1828;1406;1802;1435;1825;1436;780;0.00012032758722824478;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_034.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 13:35;3.74;3.73;1407.09;2.33;3.4;110.41430157384364;82.27036204110934;-9.077874648492362;300.0;1431;1063;1449;1066;1396;1088;1418;1092;1537;0.00023710705329463104;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_035.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 10:14;3.74;3.73;1320.65;0.65;3.19;112.7334806880069;84.93358593847931;3.187653145861544;300.0;1383;1173;1364;1174;1378;1201;1356;1202;783;0.0001207903856406611;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_036.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 15:43;3.73;3.72;1306.31;1.03;3.17;114.88459936283664;84.87480777641531;-4.948010054121243;300.0;1230;1177;1248;1178;1213;1204;1235;1205;980;0.0001511808147226665;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_037.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 11:19;3.7;3.69;1258.72;-2.0;3.08;113.45781087126652;84.40336850496354;14.367717487456884;300.0;1489;1070;1471;1075;1522;1091;1500;1096;1326;0.00020455689828801613;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_038.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 17:25;3.7;3.69;1330.71;-0.2;3.25;123.61127324312451;84.25754551408409;2.9943743958936446;300.0;767;1169;748;1170;768;1199;745;1200;713;0.00010999175601761349;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_039.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 17:51;3.68;3.68;1184.05;1.07;2.9;117.00100544591535;88.1862885554083;-4.403865170573961;300.0;1086;1349;1104;1350;1069;1374;1091;1375;910;0.0001403821850996189;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_040.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 12:13;3.67;3.66;1504.06;0.38;3.7;116.9678013011856;82.62814270954209;5.674585672654674;300.0;1134;1078;1116;1080;1135;1112;1113;1114;792;0.00012217878087791007;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_041.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 12:29;3.66;3.66;1353.86;-1.3;3.34;111.4905206493504;89.08583499274806;-1.3783306737734384;300.0;1588;1445;1607;1446;1602;1476;1624;1477;1152;0.00017771459036786921;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_042.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 14:39;3.66;3.65;1392.38;1.11;3.44;107.51661566509156;87.89112592555797;0.3030038415235959;300.0;1650;1369;1669;1369;1634;1400;1657;1400;1085;0.00016737875915723792;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_043.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 11:02;3.62;3.61;1349.44;-0.75;3.37;114.82039502981736;86.68572713340069;11.110460187295924;300.0;1362;1267;1343;1270;1379;1295;1356;1299;1152;0.00017771459036786921;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_044.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 12:54;3.59;3.59;1270.93;-1.01;3.19;117.2874884383566;87.30306875769598;2.431015667151476;300.0;1243;1320;1224;1321;1259;1349;1236;1350;1050;0.00016197944434571412;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_045.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 17:06;3.59;3.58;1352.73;0.41;3.4;106.75018041060343;81.40536846416806;-0.588149278328159;300.0;1755;989;1774;989;1747;1021;1770;1021;864;0.0001332859427759019;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_046.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 15:32;3.58;3.57;1332.23;0.68;3.36;116.05283256558592;87.59059499003754;-6.370576700532929;300.0;1170;1341;1189;1343;1156;1371;1179;1374;1089;0.00016799582370712634;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_047.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/08/2020 15:50;3.57;3.57;1328.83;-0.72;3.35;116.2702113462127;88.1918014394057;-1.7728998117989163;300.0;1261;1384;1280;1384;1268;1415;1290;1416;928;0.00014315897557411685;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_048.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 16:44;3.56;3.54;1192.12;4.17;3.03;113.25469641118512;86.48789675824727;1.630369745633231;300.0;1098;1267;1079;1268;1047;1297;1024;1298;2294;0.00035388651936101733;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_049.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 15:21;3.52;3.52;1381.45;-0.03;3.53;114.91554868058572;86.0867183588724;0.7002625241433591;300.0;1292;1266;1311;1266;1291;1299;1314;1299;759;0.00011708799834133049;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_050.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 14:14;3.51;3.51;1162.14;1.03;2.98;108.78876512222548;86.97290184009368;-4.017018127849495;300.0;1580;1316;1599;1317;1562;1343;1585;1345;1073;0.0001655275655075726;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_051.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 10:00;3.51;3.5;1362.82;0.9;3.5;117.69757297924411;82.20889388068497;-0.2362698765925385;300.0;1059;1034;1079;1034;1045;1067;1069;1067;1122;0.00017308660624370595;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_052.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 11:49;3.45;3.44;1214.01;-0.25;3.17;111.40356899348627;86.10555386444176;1.3256242830039424;300.0;1516;1242;1536;1242;1518;1272;1542;1272;780;0.00012032758722824478;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_053.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 17:53;3.44;3.44;1323.11;0.53;3.46;122.63449557051658;89.35246275245964;-0.9748379080974272;300.0;789;1450;809;1451;779;1484;803;1484;1020;0.00015735146022155086;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_054.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 11:06;3.44;3.43;1248.39;-0.23;3.27;116.52951442540578;84.60881329798904;4.723831077409394;300.0;1184;1167;1164;1169;1186;1198;1162;1200;792;0.00012217878087791007;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_055.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 15:28;3.44;3.43;1309.95;-2.5;3.44;108.63097361305896;84.80842087506805;-3.965341082849341;300.0;1864;1232;1884;1233;1894;1268;1918;1270;2052;0.000316554114092767;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_056.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 11:47;3.42;3.41;1109.61;-2.73;2.92;119.8513926319094;86.51570227650745;2.877105167249832;300.0;1217;1259;1197;1260;1257;1285;1234;1287;1680;0.0002591671109531426;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_057.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 15:47;3.42;3.41;1160.47;0.51;3.06;108.56604517452249;87.18302351426333;-1.223101357347257;300.0;1632;1316;1652;1316;1622;1345;1646;1346;900;0.00013883952372489782;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_058.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 16:53;3.41;3.41;1231.43;-1.11;3.25;120.91424929063308;85.90497686650325;-7.123280324301856;300.0;1029;1215;1049;1218;1038;1248;1062;1251;1188;0.00018326817131686512;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_059.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 15:19;3.35;3.34;1158.29;-1.09;3.11;106.71805303296333;84.69178081976541;1.776810046788013;300.0;1860;1143;1881;1143;1874;1174;1900;1174;1240;0.00019129001046541477;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_060.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 17:24;3.34;3.32;1238.44;4.17;3.35;122.68202589647808;83.52356563948814;-0.1243541765295246;300.0;529;1104;508;1105;471;1138;445;1139;2940;0.0004535424441679995;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_061.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 17:15;3.34;3.34;1148.77;-0.27;3.09;107.5671775486186;87.64089549957845;0.7567894909871407;300.0;1750;1329;1771;1329;1752;1360;1777;1360;837;0.00012912075706415497;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_062.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/08/2020 12:13;3.34;3.33;1124.39;-1.26;3.03;114.72076197861624;84.37378359272648;1.8774700206650303;300.0;1411;1131;1390;1132;1431;1160;1407;1161;1230;0.00018974734909069367;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_063.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 11:54;3.33;3.32;1124.28;2.14;3.04;111.5346265834836;89.79717178245654;-2.5721109437357352;300.0;1325;1464;1345;1465;1291;1493;1315;1494;1620;0.0002499111427048161;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_064.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 12:06;3.32;3.31;1207.43;2.29;3.28;115.85748029071172;89.88064556957845;-1.669714186993968;300.0;1059;1472;1079;1473;1023;1504;1048;1505;1848;0.00028508382204845686;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_065.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 11:29;3.31;3.3;1156.19;-1.65;3.14;122.74503912325603;86.74520736429677;-7.625493651997859;300.0;956;1248;976;1251;973;1282;998;1285;1554;0.00023972957763165688;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_066.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/07/2020 10:35;3.31;3.3;1147.3;0.36;3.12;119.17212351448217;85.42536124185031;-2.673064487639425;300.0;1016;1195;1037;1195;1008;1225;1032;1226;899;0.00013868525758742572;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_067.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 10:36;3.28;3.27;1136.53;-2.19;3.11;118.24342201054054;85.86687974412479;-0.2782304807425264;300.0;1257;1230;1278;1230;1286;1261;1311;1261;1674;0.00025824151412830995;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_068.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 10:03;3.28;3.27;1148.64;0.92;3.15;117.60809737948688;84.54717429598752;6.683645002705971;300.0;1063;1171;1042;1174;1056;1204;1031;1207;1152;0.00017771459036786921;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_069.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/05/2020 15:17;3.28;3.27;1181.88;-0.21;3.24;115.81298285209157;86.05534511672325;-3.182353847788941;300.0;1225;1248;1246;1249;1218;1280;1243;1281;924;0.00014254191102422843;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_070.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/04/2020 15:36;3.26;3.25;1132.06;-1.31;3.12;116.33589340190552;87.47802275185457;4.564594072151762;300.0;1325;1318;1304;1319;1348;1347;1323;1349;1364;0.00021041901151195623;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_071.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/06/2020 10:21;3.25;3.24;1163.28;2.04;3.22;110.96218041704876;83.28255302638674;-1.824096800062564;300.0;1379;1086;1400;1087;1346;1118;1371;1118;1728;0.0002665718855518038;BIRK 13;0;train
LARD_train_BIRK_LFST/images/BIRK_13_500_072.jpeg;2648;2448;earth_studio;LARD_train_BIRK_LFST;BIRK_13_500;BIRK;13;;;;01/08/2020 11:29;3.25;3.24;1213.75;1.6;3.36;111.9804883419015;81.68551746401246;2.6450834630433944;300.0;1350;987;1330;988;1331;1022;1306;1023;1584;0.00024435756175582014;BIRK 13;0;train
