index,image,height,width,type,original_dataset,scenario,airport,runway,time_to_landing,weather,night,time,slant_distance,along_track_distance,height_above_runway,lateral_path_angle,vertical_path_angle,yaw,pitch,roll,watermark_height,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D,bbox_area,bbox_area_ratio,approach,label,split
555,LARD_test_synth/images/VDPP_5_35_28.jpeg,2648,2448,earth_studio,LARD_test_synth,VDPP_5_35,VDPP,5,,,,2020-07-01 10:00:01,0.08,0.08,98.38,0.42,3.82,43.70302410955888,85.73885877622585,5.297506838252444,300.0,1312,1097,1263,1102,1343,1767,326,1853,768852,0.1186078283277057,,1,test
556,LARD_test_synth/images/VDPP_5_35_29.jpeg,2648,2448,earth_studio,LARD_test_synth,VDPP_5_35,VDPP,5,,,,2020-08-01 10:01:01,0.08,0.08,63.08,-0.18,2.47,47.89075186637578,86.78105239628296,-6.084505459796339,300.0,1090,1141,1139,1146,762,1553,1819,1661,549640,0.0847908398001698,,1,test
554,LARD_test_synth/images/VDPP_5_35_27.jpeg,2648,2448,earth_studio,LARD_test_synth,VDPP_5_35,VDPP,5,,,,2020-07-01 07:00:01,0.09,0.08,86.32,0.04,3.26,46.11818559352344,87.98066789650441,-4.253794030584718,300.0,1170,1231,1219,1235,638,1730,1585,1800,538843,0.0831252283138834,,1,test
160,LARD_test_synth/images/HTDA_23_35_31.jpeg,2648,2448,earth_studio,LARD_test_synth,HTDA_23_35,HTDA,23,,,,2020-08-01 10:00:01,0.08,0.08,77.08,0.13,3.01,-141.4177212694386,86.92620909691513,0.2434298757500949,300.0,1579,1161,1627,1161,1252,1696,2310,1711,581900,0.08976746539502,,1,test
293,LARD_test_synth/images/LFSB_33_35_32.jpeg,2648,2448,earth_studio,LARD_test_synth,LFSB_33_35,LFSB,33,,,,2020-08-01 15:01:01,0.05,0.04,64.55,-0.24,2.92,-32.01415788101181,86.13330037008095,8.158401981826648,300.0,1622,1065,1551,1075,2420,1777,24,2051,2362456,0.3644469620678079,,1,test
277,LARD_test_synth/images/LFRS_21_35_32.jpeg,2648,2448,earth_studio,LARD_test_synth,LFRS_21_35,LFRS,21,,,,2020-07-01 15:01:01,0.07,0.07,82.41,0.19,3.33,-157.37920015518006,85.60545300054709,-7.45839462774343,300.0,1520,1136,1573,1143,1148,1730,2329,1905,908189,0.1401028091246569,,1,test
552,LARD_test_synth/images/VDPP_5_35_25.jpeg,2648,2448,earth_studio,LARD_test_synth,VDPP_5_35,VDPP,5,,,,2020-04-01 09:00:01,0.14,0.14,114.43,-0.07,3.55,44.820089695174914,83.52778223018504,0.392163264553461,300.0,1246,978,1294,978,1611,1398,1032,1400,244338,0.03769307949766,,1,test
397,LARD_test_synth/images/LSZH_34_35_29.jpeg,2648,2448,earth_studio,LARD_test_synth,LSZH_34_35,LSZH,34,,,,2020-08-01 12:01:01,0.08,0.08,86.67,-0.01,3.31,-19.94139948631433,85.83543156700024,5.068120743798932,300.0,934,1127,878,1132,1558,1628,328,1756,773670,0.1193510825780463,,1,test
387,LARD_test_synth/images/LOWL_8_35_27.jpeg,2648,2448,earth_studio,LARD_test_synth,LOWL_8_35,LOWL,8,,,,2020-05-01 12:01:01,0.07,0.06,73.61,0.1,3.02,89.56684916972223,88.17242415506355,2.7676318008486698,300.0,1099,1256,1025,1260,1783,1825,89,1923,1129898,0.1743050001974606,,1,test
580,LARD_test_synth/images/VOTV_32_35_28.jpeg,2648,2448,earth_studio,LARD_test_synth,VOTV_32_35,VOTV,32,,,,2020-07-01 08:01:01,0.07,0.06,62.27,0.33,2.56,-55.72151454365137,85.61765448684628,2.4267303056013,300.0,1927,1056,1874,1058,2045,1583,821,1596,660960,0.1019637462235649,,1,test
572,LARD_test_synth/images/VOTV_14_35_32.jpeg,2648,2448,earth_studio,LARD_test_synth,VOTV_14_35,VOTV,14,,,,2020-07-01 09:00:01,0.12,0.12,84.71,0.21,2.83,133.93004627146013,82.93918480522186,7.073078587187334,300.0,1311,918,1262,924,1498,1276,816,1358,300080,0.0462921825326303,,1,test
395,LARD_test_synth/images/LSZH_34_35_27.jpeg,2648,2448,earth_studio,LARD_test_synth,LSZH_34_35,LSZH,34,,,,2020-06-01 15:00:01,0.1,0.1,72.05,-0.01,2.58,-29.07839292388123,87.43535440946485,-7.68196284179469,300.0,1456,1223,1511,1231,915,1537,1936,1683,469660,0.0724526341251505,,1,test
609,LARD_test_synth/images/YBBN_01_35_24.jpeg,2648,2448,earth_studio,LARD_test_synth,YBBN_01_35,YBBN,01,,,,2020-06-01 08:00:01,0.17,0.17,97.71,-0.93,2.78,26.23637097671608,85.77680629243645,5.997995942122597,300.0,1309,1092,1270,1096,2110,1311,1628,1361,225960,0.0348579764231976,,1,test
610,LARD_test_synth/images/YBBN_01_35_25.jpeg,2648,2448,earth_studio,LARD_test_synth,YBBN_01_35,YBBN,01,,,,2020-07-01 08:00:01,0.16,0.16,95.32,-0.58,2.74,28.84887646852541,86.44237904043015,2.750008640283215,300.0,1150,1144,1111,1146,1740,1415,1250,1440,186184,0.028721886539107,,1,test
289,LARD_test_synth/images/LFSB_33_35_27.jpeg,2648,2448,earth_studio,LARD_test_synth,LFSB_33_35,LFSB,33,,,,2020-08-01 15:01:01,0.15,0.15,106.72,-0.08,3.23,-24.786604766040284,81.24691381054791,-1.581795016147264,300.0,1177,842,1244,844,774,1205,1516,1225,284186,0.0438402765436486,,1,test
190,LARD_test_synth/images/KMIA_9_35_31.jpeg,2648,2448,earth_studio,LARD_test_synth,KMIA_9_35,KMIA,9,,,,2020-07-01 23:01:01,0.11,0.11,86.55,0.29,2.95,95.53879814375996,84.0114757514842,4.13834963904108,300.0,1258,1160,1299,1160,662,1566,1395,1569,299797,0.0462485252157257,,1,test
616,LARD_test_synth/images/YBBN_19_35_28.jpeg,2648,2448,earth_studio,LARD_test_synth,YBBN_19_35,YBBN,19,,,,2020-05-01 08:01:01,0.16,0.16,94.84,-0.06,2.77,-154.47917677956178,86.14447025468883,4.434178908308296,300.0,1307,1112,1267,1115,1522,1406,1019,1444,166996,0.0257618278932922,,1,test
159,LARD_test_synth/images/HTDA_23_35_30.jpeg,2648,2448,earth_studio,LARD_test_synth,HTDA_23_35,HTDA,23,,,,2020-06-01 12:01:01,0.12,0.12,78.85,0.02,2.63,-146.39551551521396,87.53248228808971,-2.436028286907596,300.0,1881,1227,1928,1229,1563,1561,2261,1606,264542,0.0408098725391465,,1,test
578,LARD_test_synth/images/VOTV_32_35_26.jpeg,2648,2448,earth_studio,LARD_test_synth,VOTV_32_35,VOTV,32,,,,2020-04-01 07:00:01,0.11,0.11,79.55,0.21,2.76,-43.36800716263828,85.64115721692706,0.8298138412906446,300.0,1147,1093,1196,1093,1359,1476,610,1488,295855,0.0456404081018107,,1,test
292,LARD_test_synth/images/LFSB_33_35_30.jpeg,2648,2448,earth_studio,LARD_test_synth,LFSB_33_35,LFSB,33,,,,2020-08-01 14:01:01,0.06,0.06,76.93,-0.08,3.3,-23.98701056963192,88.52593898625908,4.067634229970202,300.0,1182,1273,1112,1278,2045,1959,75,2109,1646920,0.2540639871255652,,1,test
182,LARD_test_synth/images/KJFK_22L_35_25.jpeg,2648,2448,earth_studio,LARD_test_synth,KJFK_22L_35,KJFK,22L,,,,2020-06-01 19:01:01,0.18,0.18,107.63,0.11,2.98,-156.46615986589455,89.65850425871787,4.716437407076307,300.0,999,1248,1070,1253,640,1534,1271,1569,202551,0.031246760411113,,1,test
71,LARD_test_synth/images/EHAM_18R_35_30.jpeg,2648,2448,earth_studio,LARD_test_synth,EHAM_18R_35,EHAM,18R,,,,2020-07-01 14:01:01,0.08,0.08,95.91,-0.0,3.65,-182.2350450859396,85.33718437774134,7.209129550904887,300.0,1541,1032,1486,1039,2254,1579,948,1718,895916,0.1382095008194617,,1,test
58,LARD_test_synth/images/EDDV_09L_35_28.jpeg,2648,2448,earth_studio,LARD_test_synth,EDDV_09L_35,EDDV,09L,,,,2020-08-01 14:01:01,0.07,0.06,78.77,-0.32,3.24,95.59297843084742,86.58842368080208,-0.2125201149473738,300.0,1359,1084,1312,1086,1513,1735,269,1772,855872,0.1320320676105286,,1,test
291,LARD_test_synth/images/LFSB_33_35_29.jpeg,2648,2448,earth_studio,LARD_test_synth,LFSB_33_35,LFSB,33,,,,2020-08-01 13:00:01,0.1,0.1,77.92,-0.02,2.82,-28.70118456353769,84.5341564368182,8.838726319992743,300.0,1422,998,1354,1009,1998,1348,868,1514,583080,0.0899494994372371,,1,test
70,LARD_test_synth/images/EHAM_18R_35_29.jpeg,2648,2448,earth_studio,LARD_test_synth,EHAM_18R_35,EHAM,18R,,,,2020-06-01 12:01:01,0.17,0.17,90.95,0.19,2.57,-178.58050459750305,83.96754845084784,8.505911732387506,300.0,1314,973,1262,981,1761,1189,1120,1282,198069,0.030555339582963,,1,test
617,LARD_test_synth/images/YBBN_19_35_29.jpeg,2648,2448,earth_studio,LARD_test_synth,YBBN_19_35,YBBN,19,,,,2020-06-01 07:01:01,0.13,0.13,95.24,0.34,3.04,-152.60433574965998,87.39043014822215,-4.074809860582077,300.0,1202,1192,1242,1195,1143,1570,1752,1613,256389,0.0395521407203364,,1,test
75,LARD_test_synth/images/EHAM_36L_35_32.jpeg,2648,2448,earth_studio,LARD_test_synth,EHAM_36L_35,EHAM,36L,,,,2020-06-01 12:00:01,0.05,0.05,51.44,0.09,2.26,8.054809165395248,85.5281912889464,4.905374329569168,300.0,945,1096,889,1101,2183,1530,51,1745,1383668,0.2134531179037576,,1,test
571,LARD_test_synth/images/VOTV_14_35_31.jpeg,2648,2448,earth_studio,LARD_test_synth,VOTV_14_35,VOTV,14,,,,2020-08-01 07:01:01,0.12,0.12,96.44,-0.17,3.17,133.30359883023914,85.73639983777183,-3.143013799494119,300.0,1384,1112,1433,1115,1187,1509,1849,1549,289294,0.0446282679738562,,1,test
120,LARD_test_synth/images/FTTJ_23_35_29.jpeg,2648,2448,earth_studio,LARD_test_synth,FTTJ_23_35,FTTJ,23,,,,2020-06-01 12:00:01,0.07,0.07,80.75,-0.02,3.27,-130.2920406344288,86.60732251251989,-2.7715938079034457,300.0,972,1138,1019,1140,405,1752,1562,1793,757835,0.1169082782911754,,1,test
376,LARD_test_synth/images/LOWL_26_35_25.jpeg,2648,2448,earth_studio,LARD_test_synth,LOWL_26_35,LOWL,26,,,,2020-04-01 14:01:01,0.12,0.12,81.66,0.06,2.71,-98.84529635791456,86.42695605736364,-9.510915167061835,300.0,1561,1190,1633,1202,1046,1456,1945,1617,383873,0.0592186049898307,,1,test
17,LARD_test_synth/images/CYVR_26R_35_26.jpeg,2648,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-06-01 20:01:01,0.19,0.19,103.09,-0.38,2.77,-80.86886737829029,86.01014984204835,-1.6891980006093772,300.0,1247,1078,1182,1081,1712,1335,1132,1360,163560,0.025231769444938,,1,test
158,LARD_test_synth/images/HTDA_23_35_29.jpeg,2648,2448,earth_studio,LARD_test_synth,HTDA_23_35,HTDA,23,,,,2020-08-01 13:01:01,0.12,0.12,91.17,0.59,3.04,-136.89025286685856,88.55295378393222,-2.71836737684021,300.0,1340,1269,1386,1271,1491,1679,2169,1714,368905,0.0569095494441482,,1,test
611,LARD_test_synth/images/YBBN_01_35_27.jpeg,2648,2448,earth_studio,LARD_test_synth,YBBN_01_35,YBBN,01,,,,2020-07-01 06:00:01,0.12,0.12,84.76,-0.18,2.83,28.362137521591364,88.07331863645622,1.2942373530161984,300.0,1165,1237,1125,1238,1644,1606,959,1623,264410,0.0407895094090002,,1,test
325,LARD_test_synth/images/LGSM_9_35_31.jpeg,2648,2448,earth_studio,LARD_test_synth,LGSM_9_35,LGSM,9,,,,2020-07-01 15:01:01,0.04,0.04,58.87,0.05,2.69,97.01312684582112,84.79730851009322,-1.8160049765379096,300.0,1039,1042,1112,1044,208,1774,2106,1815,1467154,0.2263321806567541,,1,test
594,LARD_test_synth/images/WSSS_02L_35_30.jpeg,2648,2448,earth_studio,LARD_test_synth,WSSS_02L_35,WSSS,02L,,,,2020-08-01 07:01:01,0.07,0.07,71.49,0.06,2.87,20.21436279237492,84.30061004119858,-1.842543236958642,300.0,1359,1015,1418,1017,523,1527,2059,1587,878592,0.1355369942538949,,1,test
579,LARD_test_synth/images/VOTV_32_35_27.jpeg,2648,2448,earth_studio,LARD_test_synth,VOTV_32_35,VOTV,32,,,,2020-08-01 08:00:01,0.08,0.08,71.88,-0.12,2.79,-44.061338128476486,89.33341925710037,2.022279180981413,300.0,1262,1308,1211,1310,1916,1778,879,1815,525759,0.0811068101711983,,1,test
44,LARD_test_synth/images/DAAS_9_35_03.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-06-01 15:01:01,2.3,2.29,708.47,-0.14,2.72,80.97066993058168,86.12475390903413,-5.203025732677027,300.0,1559,1232,1581,1234,1540,1301,1576,1304,2952,0.0004553936378176,,0,test
46,LARD_test_synth/images/DAAS_9_35_09.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-05-01 12:01:01,1.95,1.95,460.58,0.32,2.05,82.97230951438668,83.65128128758182,-3.4072211743454908,300.0,1475,1039,1499,1040,1478,1098,1520,1101,2790,0.0004304025235471,,0,test
45,LARD_test_synth/images/DAAS_9_35_04.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-06-01 14:00:01,2.27,2.27,700.9,-0.65,2.71,83.47589481045594,86.26778574424347,0.0423002999078054,300.0,1369,1210,1391,1210,1335,1280,1371,1280,3920,0.0006047232588906,,0,test
33,LARD_test_synth/images/DAAS_27_35_01.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_27_35,DAAS,27,,,,2020-07-01 12:00:01,2.61,2.6,1090.98,0.21,3.72,-96.4526310594424,86.33284145753335,5.247873546996267,300.0,1435,1234,1415,1236,1456,1321,1424,1323,3649,0.0005629171356357,,0,test
126,LARD_test_synth/images/FTTJ_5_35_08.jpeg,2648,2448,earth_studio,LARD_test_synth,FTTJ_5_35,FTTJ,5,,,,2020-07-01 14:01:01,1.96,1.96,470.48,-0.18,2.09,47.77463838030604,84.9137779797404,0.4154360897469064,300.0,1099,1102,1122,1102,1101,1161,1138,1161,2301,0.0003549663823233,,0,test
48,LARD_test_synth/images/DAAS_9_35_11.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-05-01 14:00:01,1.49,1.49,414.8,-0.27,2.37,85.03521578553841,82.58170096167073,7.232663020495722,300.0,1279,953,1251,956,1285,1033,1229,1040,4872,0.0007515846217641,,0,test
43,LARD_test_synth/images/DAAS_9_35_02.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-07-01 13:00:01,2.33,2.33,758.23,-1.07,2.87,87.79832678961436,89.3604222187234,-8.463532559464088,300.0,1077,1379,1099,1382,1016,1444,1051,1450,5893,0.0009090903481231,,0,test
41,LARD_test_synth/images/DAAS_9_35_00.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-07-01 14:00:01,2.49,2.49,1058.52,-0.53,3.76,85.38299674899989,83.9810912459597,-0.1018971204282261,300.0,1264,1118,1285,1118,1237,1210,1270,1210,4416,0.0006812392630768,,0,test
117,LARD_test_synth/images/FTTJ_23_35_13.jpeg,2648,2448,earth_studio,LARD_test_synth,FTTJ_23_35,FTTJ,23,,,,2020-07-01 13:01:01,1.46,1.46,449.8,0.44,2.61,-131.08191590715012,86.1202497085976,10.749184259104414,300.0,995,1220,971,1224,999,1309,945,1319,5346,0.0008247067709258,,0,test
440,LARD_test_synth/images/OMAD_31_35_07.jpeg,2648,2448,earth_studio,LARD_test_synth,OMAD_31_35,OMAD,31,,,,2020-04-01 10:01:01,2.05,2.05,539.73,-1.28,2.3,-45.77414551603367,82.86035308081304,9.817680712555552,300.0,909,1044,884,1048,977,1088,937,1095,4743,0.0007316842900302,,0,test
125,LARD_test_synth/images/FTTJ_5_35_07.jpeg,2648,2448,earth_studio,LARD_test_synth,FTTJ_5_35,FTTJ,5,,,,2020-05-01 14:00:01,2.11,2.11,454.29,1.59,1.88,46.3611233031078,85.31975417937201,-4.576128154142472,300.0,1093,1109,1115,1110,1013,1153,1047,1156,4794,0.0007395518630412,,0,test
205,LARD_test_synth/images/LCPH_29_35_09.jpeg,2648,2448,earth_studio,LARD_test_synth,LCPH_29_35,LCPH,29,,,,2020-07-01 13:00:01,1.38,1.38,420.18,0.26,2.56,-56.439156701127416,86.24476039584133,-4.102890521250729,300.0,438,1126,468,1128,436,1216,498,1219,5766,0.0008894985486641,,0,test
400,LARD_test_synth/images/LTAI_18L_35_06.jpeg,2648,2448,earth_studio,LARD_test_synth,LTAI_18L_35,LTAI,18L,,,,2020-05-01 10:00:01,1.97,1.97,482.94,-0.13,2.13,-170.21510705933707,88.53180655336004,3.83421844968409,300.0,1019,1329,998,1330,1027,1395,986,1398,2829,0.0004364189029085,,0,test
627,LARD_test_synth/images/YMLT_14R_35_11.jpeg,2648,2448,earth_studio,LARD_test_synth,YMLT_14R_35,YMLT,14R,,,,2020-05-01 07:01:01,1.21,1.2,243.46,-0.28,1.68,136.92863908336247,88.5695402341248,10.629297435241403,300.0,1878,1184,1841,1190,1923,1230,1853,1243,4838,0.00074633957309,,0,test
49,LARD_test_synth/images/DAAS_9_35_13.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-08-01 14:01:01,1.37,1.37,437.67,-0.36,2.69,84.04744044524433,86.97762173948362,8.809291630131156,300.0,1362,1210,1334,1214,1367,1305,1308,1314,6136,0.0009465770195288,,0,test
47,LARD_test_synth/images/DAAS_9_35_10.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-06-01 12:00:01,1.58,1.58,440.04,0.29,2.38,92.39273414336267,84.9237145421761,-1.8919167861471065,300.0,900,1095,927,1095,903,1173,955,1174,4345,0.0006702863673163,,0,test
37,LARD_test_synth/images/DAAS_27_35_08.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_27_35,DAAS,27,,,,2020-04-01 14:00:01,1.62,1.62,551.56,0.37,2.91,-83.80264950317981,83.66253349811421,0.069463128145972,300.0,697,1045,671,1046,735,1140,681,1141,6144,0.0009478111486286,,0,test
626,LARD_test_synth/images/YMLT_14R_35_09.jpeg,2648,2448,earth_studio,LARD_test_synth,YMLT_14R_35,YMLT,14R,,,,2020-06-01 07:00:01,1.4,1.4,396.0,-0.01,2.38,155.55465244137616,89.05242649407043,4.941058562682303,300.0,759,1405,725,1408,779,1473,719,1478,4380,0.0006756856821278,,0,test
202,LARD_test_synth/images/LCPH_29_35_04.jpeg,2648,2448,earth_studio,LARD_test_synth,LCPH_29_35,LCPH,29,,,,2020-07-01 13:01:01,2.11,2.11,681.08,-0.58,2.83,-67.31251313577056,82.67922193413267,8.209201094953224,300.0,1013,1020,990,1023,1007,1096,969,1101,3564,0.0005498045139505,,0,test
143,LARD_test_synth/images/GCRR_21_35_01.jpeg,2648,2448,earth_studio,LARD_test_synth,GCRR_21_35,GCRR,21,,,,2020-04-01 12:01:01,2.55,2.55,552.1,0.07,1.92,-154.73653299876906,87.39248448990428,3.737266200270621,300.0,1333,1256,1311,1258,1343,1297,1311,1299,1376,0.0002122702051616,,0,test
34,LARD_test_synth/images/DAAS_27_35_02.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_27_35,DAAS,27,,,,2020-04-01 12:00:01,2.54,2.54,854.48,0.13,2.98,-89.59656628805291,84.62979232319498,-10.200874586180747,300.0,1049,1088,1069,1091,1035,1158,1068,1164,2584,0.0003986236992279,,0,test
634,LARD_test_synth/images/YMLT_32L_35_06.jpeg,2648,2448,earth_studio,LARD_test_synth,YMLT_32L_35,YMLT,32L,,,,2020-07-01 07:01:01,1.58,1.58,560.64,0.59,3.03,-36.05772417527418,83.21088874269245,-0.0591195369433558,300.0,1369,1036,1401,1036,1329,1116,1382,1116,5760,0.0008885729518393,,0,test
36,LARD_test_synth/images/DAAS_27_35_06.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_27_35,DAAS,27,,,,2020-05-01 12:00:01,2.02,2.01,633.63,-0.16,2.74,-94.73368499886408,87.82257127202018,-1.924516584886683,300.0,1297,1296,1320,1297,1277,1372,1319,1374,3354,0.0005174086250814,,0,test
38,LARD_test_synth/images/DAAS_27_35_09.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_27_35,DAAS,27,,,,2020-05-01 15:01:01,1.55,1.54,599.76,0.12,3.3,-88.30251427519505,89.45381164418477,1.2506524465749678,300.0,957,1405,930,1406,981,1514,926,1516,6105,0.0009417947692672,,0,test
607,LARD_test_synth/images/YBBN_01_35_05.jpeg,2648,2448,earth_studio,LARD_test_synth,YBBN_01_35,YBBN,01,,,,2020-05-01 08:00:01,2.06,2.06,716.3,0.36,3.03,15.166593435411611,88.46237263550081,0.8669062343339264,300.0,1901,1330,1922,1330,1873,1425,1913,1425,4655,0.0007181088699326,,0,test
128,LARD_test_synth/images/FTTJ_5_35_14.jpeg,2648,2448,earth_studio,LARD_test_synth,FTTJ_5_35,FTTJ,5,,,,2020-04-01 13:01:01,1.47,1.46,559.3,-0.21,3.24,45.86097864050554,87.89051851805382,2.450247103862386,300.0,1240,1306,1214,1307,1270,1413,1220,1416,6160,0.0009502794068281,,0,test
149,LARD_test_synth/images/GCRR_21_35_11.jpeg,2648,2448,earth_studio,LARD_test_synth,GCRR_21_35,GCRR,21,,,,2020-04-01 15:00:01,1.36,1.36,401.69,0.42,2.49,-146.92737635750603,84.38624450239669,-0.2857079168077201,300.0,812,1086,843,1086,771,1168,831,1168,5904,0.0009107872756353,,0,test
42,LARD_test_synth/images/DAAS_9_35_01.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_9_35,DAAS,9,,,,2020-08-01 12:01:01,2.46,2.46,732.29,0.17,2.63,94.49729977428863,85.19406760375217,3.0951992549783003,300.0,774,1170,752,1172,791,1235,757,1237,2613,0.0004030974172146,,0,test
441,LARD_test_synth/images/OMAD_31_35_08.jpeg,2648,2448,earth_studio,LARD_test_synth,OMAD_31_35,OMAD,31,,,,2020-08-01 10:01:01,2.0,2.0,684.94,-0.15,2.98,-53.73670487046603,88.0292441579084,-2.410572675563815,300.0,1333,1334,1359,1335,1329,1405,1370,1407,2993,0.000461718549454,,0,test
